raw_mark,scaled_score,exam,year,section,part,subject
0,1,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
1,1,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
2,1,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
3,1.2,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
4,2.2,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
5,3,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
6,3.6,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
7,4.3,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
8,4.9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
9,5.5,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
10,6,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
11,6.5,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
12,7.1,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
13,7.7,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
14,8.3,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
15,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
16,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
17,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
18,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
19,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
20,9,TMUA,2018,"Papers","Paper 1","Mathematical Thinking"
